jobseeker_id,name,age,gender,education_level,job_role,industry,location,employer_id,employer,placement_status,placement_date,salary
JS15287,Yvonne Rodriguez,30,Male,Bachelors,Academic Counselor,Education,San Francisco,EMP10324,"Ramsey, Whitney and Coffey",Placed,2024-05-14,43566
JS15288,Wendy Jones,44,Female,Bachelors,Sales Associate,Retail,Los Angeles,EMP10108,Dickson-Brady,Not Placed,,0
JS15289,Jordan Torres,42,Female,High School,Financial Analyst,Finance,San Francisco,EMP10368,Gutierrez Group,Placed,2024-08-16,39246
JS15290,William Bryan,39,Female,Bachelors,Production Manager,Manufacturing,New York,EMP10162,Stein-Silva,Placed,2024-12-30,40780
JS15291,Scott Arias,21,Male,Masters,Financial Analyst,Finance,Miami,EMP10359,"Turner, Schneider and Johnson",Placed,2024-05-01,77898
JS15292,Charles Wong,37,Male,Masters,Store Manager,Retail,Seattle,EMP10250,Ruiz Ltd,Placed,2024-03-16,77427
JS15293,Christopher Pruitt,24,Female,Bachelors,SEO Analyst,Marketing,Los Angeles,EMP10208,Davis and Sons,Placed,2024-06-23,53686
JS15294,Brenda Oconnor,38,Female,Bachelors,Software Engineer,IT,Los Angeles,EMP10354,"Morris, Thompson and Williams",Not Placed,,0
JS15295,Monica Aguilar,30,Male,Masters,Merchandiser,Retail,Los Angeles,EMP10387,"Morales, Thomas and Schultz",Not Placed,,0
JS15296,Rodney Salinas,50,Male,Bachelors,Store Manager,Retail,Los Angeles,EMP10445,"Conner, Li and Santiago",Placed,2024-09-11,52912
JS15297,Jamie Johnson,22,Female,High School,Librarian,Education,Miami,EMP10481,Brown-Copeland,Placed,2024-11-27,35498
JS15298,Martin Gomez,25,Female,Bachelors,Nurse,Healthcare,New York,EMP10254,"Garcia, Martin and Jenkins",Placed,2024-04-16,49421
JS15299,Carlos Ortiz,39,Female,Bachelors,Teacher,Education,Dallas,EMP10288,Morgan-Schwartz,Placed,2024-11-19,44705
JS15300,Robert Cortez,35,Male,Masters,Financial Analyst,Finance,New York,EMP10223,Sheppard LLC,Placed,2024-03-20,96307
JS15301,Megan Nelson,32,Female,Bachelors,Teacher,Education,Dallas,EMP10428,Jones-Lin,Placed,2024-07-22,65678
JS15302,Heather Fernandez,42,Male,Bachelors,Supply Chain Analyst,Manufacturing,Chicago,EMP10018,"Flowers, Martin and Kelly",Placed,2024-04-23,66227
JS15303,Carlos Rodriguez,36,Male,Bachelors,Sales Associate,Retail,Dallas,EMP10020,"Reid, Ferguson and Sanchez",Placed,2024-11-25,66217
JS15304,Troy Herrera,48,Male,Bachelors,Financial Analyst,Finance,Dallas,EMP10359,"Turner, Schneider and Johnson",Placed,2025-03-04,58568
JS15305,Carolyn Jordan,47,Female,Bachelors,Software Engineer,IT,New York,EMP10477,Scott and Sons,Placed,2025-02-16,68470
JS15306,Peter Mitchell,37,Male,High School,Pharmacist,Healthcare,Dallas,EMP10275,Monroe-Carpenter,Placed,2024-11-01,33569
JS15307,Stacey Scott,36,Male,High School,Pharmacist,Healthcare,San Francisco,EMP10294,Good-Hodges,Placed,2024-10-12,30629
JS15308,Shawn Hooper,23,Male,Bachelors,Store Manager,Retail,Chicago,EMP10235,Ortiz Ltd,Not Placed,,0
JS15309,Beth Ford,37,Male,High School,Merchandiser,Retail,Dallas,EMP10104,"Tran, Jordan and Williams",Not Placed,,0
JS15310,Dr. Kathryn Adams DDS,35,Female,High School,Accountant,Finance,Chicago,EMP10205,Miller Ltd,Not Placed,,0
JS15311,Paul Gonzales,50,Female,PhD,Investment Banker,Finance,San Francisco,EMP10418,Thomas and Sons,Not Placed,,0
JS15312,Vanessa Davila,43,Female,Bachelors,Brand Manager,Marketing,Los Angeles,EMP10343,Lopez-Martinez,Placed,2024-04-22,55203
JS15313,Katherine Harvey,41,Male,High School,SEO Analyst,Marketing,New York,EMP10357,Hayes and Sons,Placed,2024-10-17,35071
JS15314,Jeffrey Williams,44,Female,High School,Supply Chain Analyst,Manufacturing,Los Angeles,EMP10067,Williams PLC,Placed,2024-08-14,31956
JS15315,Molly Rice,50,Female,Bachelors,Merchandiser,Retail,San Francisco,EMP10306,Bruce-Gonzalez,Placed,2025-01-24,66270
JS15316,Terri Harris,49,Female,Bachelors,Accountant,Finance,Dallas,EMP10445,"Conner, Li and Santiago",Placed,2024-11-02,43831
JS15317,Lori Bass,36,Other,Bachelors,Store Manager,Retail,Dallas,EMP10375,"Hoffman, Santiago and Jenkins",Not Placed,,0
JS15318,Veronica Ramirez,49,Other,High School,Software Engineer,IT,Miami,EMP10482,Carlson-Smith,Not Placed,,0
JS15319,Jeffrey Cole,36,Female,Bachelors,Cybersecurity Specialist,IT,Seattle,EMP10320,"Shaw, Nelson and Martin",Placed,2024-03-26,63602
JS15320,Autumn Andrews,44,Female,High School,Software Engineer,IT,Dallas,EMP10495,Brown Group,Not Placed,,0
JS15321,Emma Reynolds,26,Male,High School,Quality Engineer,Manufacturing,Miami,EMP10039,Harrell LLC,Not Placed,,0
JS15322,Scott Jackson,41,Male,Bachelors,Quality Engineer,Manufacturing,San Francisco,EMP10428,Jones-Lin,Placed,2024-05-14,63695
JS15323,Nicholas Parks,29,Male,Bachelors,Software Engineer,IT,Los Angeles,EMP10174,Lewis-Murphy,Placed,2024-12-24,47112
JS15324,Adrian Orr,41,Female,Bachelors,SEO Analyst,Marketing,New York,EMP10270,Baird-Sanchez,Placed,2024-03-11,46180
JS15325,Pam Smith,44,Male,High School,Investment Banker,Finance,Dallas,EMP10047,Anderson Group,Not Placed,,0
JS15326,Joshua Bennett,21,Male,Bachelors,Pharmacist,Healthcare,Seattle,EMP10307,Castaneda-Rodriguez,Not Placed,,0
JS15327,Natasha Mcknight,47,Male,Masters,Financial Analyst,Finance,San Francisco,EMP10458,Young-Allen,Placed,2024-09-03,79498
JS15328,Brian Smith,27,Female,Bachelors,Store Manager,Retail,Chicago,EMP10008,"Henderson, Ramirez and Lewis",Not Placed,,0
JS15329,Laura Osborne,44,Female,Masters,Financial Analyst,Finance,Dallas,EMP10028,"Hoffman, Baker and Richards",Not Placed,,0
JS15330,Mrs. Barbara Yates MD,41,Female,Bachelors,Quality Engineer,Manufacturing,New York,EMP10072,House-Glover,Placed,2025-02-06,40128
JS15331,Janice Mullins,30,Female,Bachelors,Cybersecurity Specialist,IT,New York,EMP10242,Larson-Holloway,Placed,2024-11-09,61930
JS15332,David Jennings,38,Male,Masters,Brand Manager,Marketing,San Francisco,EMP10486,Jones-Fox,Not Placed,,0
JS15333,Jesus Decker,45,Female,Bachelors,Marketing Specialist,Marketing,Los Angeles,EMP10226,Hernandez PLC,Placed,2024-11-27,48429
JS15334,Patricia Acosta,35,Male,Bachelors,Store Manager,Retail,Los Angeles,EMP10490,Cooper Ltd,Placed,2024-12-23,50501
JS15335,Amanda Smith,30,Female,High School,Sales Associate,Retail,San Francisco,EMP10471,Walker-Flores,Placed,2025-01-13,32012
JS15336,Elizabeth Zhang,24,Male,Masters,Teacher,Education,Seattle,EMP10399,"Brown, Harris and Dougherty",Placed,2024-04-11,68358
JS15337,Sharon Kelley,40,Male,Bachelors,Software Engineer,IT,New York,EMP10179,"Williams, Johnson and Wright",Placed,2024-09-13,61026
JS15338,Mrs. Amanda Johnson DDS,24,Male,Bachelors,Production Manager,Manufacturing,Miami,EMP10129,"Mccall, Hanson and Alvarado",Placed,2025-01-31,54308
JS15339,Kaylee Sutton,26,Male,Masters,Librarian,Education,Miami,EMP10459,Mckee-Lee,Placed,2024-06-15,71857
JS15340,Steve Sharp,49,Male,Bachelors,Financial Analyst,Finance,Miami,EMP10458,Young-Allen,Not Placed,,0
JS15341,Jeremy Noble,23,Female,Bachelors,Teacher,Education,San Francisco,EMP10233,"Clark, Guerrero and Moore",Not Placed,,0
JS15342,Angela Davis,43,Female,High School,Store Manager,Retail,Dallas,EMP10126,Smith-Frost,Not Placed,,0
JS15343,Maria Benson,46,Male,Bachelors,Data Analyst,IT,Seattle,EMP10094,Newton and Sons,Placed,2024-07-17,64228
JS15344,Olivia Mccarty,23,Male,Masters,Financial Analyst,Finance,Seattle,EMP10480,Barnes PLC,Not Placed,,0
JS15345,William Lopez,48,Female,Masters,Teacher,Education,New York,EMP10002,Doyle Ltd,Not Placed,,0
JS15346,Ryan Smith,47,Male,Bachelors,Accountant,Finance,Chicago,EMP10150,"Schmidt, Hansen and Stewart",Placed,2024-07-29,66991
JS15347,Phillip Ramirez,26,Female,Bachelors,Quality Engineer,Manufacturing,Dallas,EMP10048,"Martin, Rose and Obrien",Placed,2024-08-17,45121
JS15348,Frank Harding,43,Female,Masters,Cybersecurity Specialist,IT,New York,EMP10240,"Walker, Hernandez and Baker",Placed,2024-11-01,70823
JS15349,Diane Zamora,50,Female,Bachelors,Brand Manager,Marketing,San Francisco,EMP10165,Castaneda-Ashley,Placed,2024-06-25,56666
JS15350,Jessica Hernandez,22,Female,Bachelors,Merchandiser,Retail,Chicago,EMP10345,"Harper, Smith and Buchanan",Placed,2024-03-31,41847
JS15351,Joshua Adams,40,Female,Bachelors,Quality Engineer,Manufacturing,San Francisco,EMP10021,Gray-Mayo,Placed,2024-11-16,59267
JS15352,Rhonda Mccarthy,22,Female,Masters,Investment Banker,Finance,San Francisco,EMP10177,Curry Inc,Placed,2024-10-06,87795
JS15353,Melissa Hernandez,41,Other,Masters,Pharmacist,Healthcare,Los Angeles,EMP10191,Reed Group,Placed,2024-05-03,67903
JS15354,Kayla Carlson,36,Male,Masters,Merchandiser,Retail,New York,EMP10125,Scott Ltd,Placed,2025-01-02,87600
JS15355,Aaron Woodward,41,Male,Bachelors,Pharmacist,Healthcare,Chicago,EMP10335,Price LLC,Not Placed,,0
JS15356,Andrew Reed,45,Female,Masters,Academic Counselor,Education,Seattle,EMP10398,"Estrada, Williams and Foster",Placed,2025-02-18,79443
JS15357,Dennis Nguyen,44,Male,Bachelors,Data Analyst,IT,Chicago,EMP10256,"Johnson, Miller and King",Placed,2024-05-02,64782
JS15358,Richard Howard,23,Female,Bachelors,Cybersecurity Specialist,IT,Seattle,EMP10258,"Bryan, Smith and Booth",Placed,2024-05-24,62105
JS15359,Christopher Arias,33,Male,Masters,Medical Assistant,Healthcare,Los Angeles,EMP10169,"Yates, Ramsey and Pittman",Not Placed,,0
JS15360,Jesse Smith,21,Male,Masters,Production Manager,Manufacturing,Miami,EMP10114,Gonzalez Group,Placed,2024-04-13,80629
JS15361,Brandon Ingram,25,Male,Masters,SEO Analyst,Marketing,Dallas,EMP10133,"Bentley, Byrd and Orr",Placed,2024-05-04,65785
JS15362,Evelyn Dunn,21,Female,Bachelors,Accountant,Finance,New York,EMP10377,Schmitt PLC,Placed,2024-12-02,51571
JS15363,Benjamin Thompson,36,Female,Bachelors,Supply Chain Analyst,Manufacturing,San Francisco,EMP10235,Ortiz Ltd,Not Placed,,0
JS15364,Erin Cunningham,28,Male,Bachelors,Nurse,Healthcare,Chicago,EMP10074,"Stanley, Tucker and Lee",Not Placed,,0
JS15365,Sean Sanders,30,Male,Bachelors,Quality Engineer,Manufacturing,New York,EMP10282,Hughes-Alvarado,Placed,2025-02-17,65889
JS15366,John Thompson,36,Male,Bachelors,Financial Analyst,Finance,New York,EMP10320,"Shaw, Nelson and Martin",Not Placed,,0
JS15367,Jeffery Johnson,32,Female,High School,Marketing Specialist,Marketing,Dallas,EMP10080,"Hensley, Powell and David",Placed,2024-04-13,35452
JS15368,David Thomas,32,Male,Masters,Brand Manager,Marketing,Chicago,EMP10293,Bright-Francis,Placed,2024-04-13,68721
JS15369,Nathaniel Reese,38,Male,Bachelors,Merchandiser,Retail,Miami,EMP10344,Davis-Lewis,Placed,2024-05-18,50761
JS15370,Stuart Bradley,27,Female,Masters,Merchandiser,Retail,San Francisco,EMP10340,"Wood, Ramos and Sampson",Not Placed,,0
JS15371,Lori Jones MD,30,Female,Bachelors,Brand Manager,Marketing,New York,EMP10026,Wilkerson-Day,Not Placed,,0
JS15372,Tanner Potts,35,Male,Bachelors,Store Manager,Retail,Los Angeles,EMP10195,"Hernandez, Thompson and Boyd",Not Placed,,0
JS15373,Alexandra Moss,43,Female,Bachelors,Marketing Specialist,Marketing,Miami,EMP10292,Young Ltd,Not Placed,,0
JS15374,Frederick Sosa,27,Male,Bachelors,Brand Manager,Marketing,Chicago,EMP10469,Brown-Shaw,Not Placed,,0
JS15375,Monica Beltran,37,Male,Bachelors,Medical Assistant,Healthcare,Los Angeles,EMP10086,Smith PLC,Placed,2024-06-19,65977
JS15376,Nicholas Arellano,26,Male,Bachelors,Production Manager,Manufacturing,San Francisco,EMP10418,Thomas and Sons,Not Placed,,0
JS15377,Christopher Thomas,25,Male,Masters,Accountant,Finance,San Francisco,EMP10326,"Martinez, Richardson and Curry",Not Placed,,0
JS15378,William Christian,43,Female,Bachelors,Librarian,Education,Dallas,EMP10367,"Le, Lewis and Hayes",Placed,2024-07-05,41797
JS15379,Vincent Rodriguez,44,Female,Bachelors,Investment Banker,Finance,Miami,EMP10125,Scott Ltd,Placed,2024-04-14,48238
JS15380,Adam Porter,49,Female,Bachelors,Sales Associate,Retail,New York,EMP10182,"Gould, Marshall and Scott",Placed,2024-12-24,49773
JS15381,Victoria Maynard,40,Female,Bachelors,Teacher,Education,Los Angeles,EMP10451,"Wise, Conley and Stephenson",Placed,2024-07-09,45531
JS15382,Chase Young MD,37,Female,Bachelors,Brand Manager,Marketing,Dallas,EMP10359,"Turner, Schneider and Johnson",Placed,2024-08-21,55429
JS15383,Zachary Nichols,40,Other,Bachelors,Medical Assistant,Healthcare,Chicago,EMP10461,Strickland-Shaw,Placed,2024-05-13,48054
JS15384,Nicole Brady,42,Female,Masters,Brand Manager,Marketing,Chicago,EMP10043,Rodriguez LLC,Placed,2024-04-29,87999
JS15385,Mary White,40,Female,Bachelors,Software Engineer,IT,Miami,EMP10155,"Ramirez, Strickland and Washington",Placed,2024-09-02,67855
JS15386,Ms. Sarah Padilla,38,Other,Bachelors,Marketing Specialist,Marketing,Seattle,EMP10052,Walker LLC,Placed,2024-08-08,57840
JS15387,Tara Logan,21,Male,Bachelors,Accountant,Finance,Los Angeles,EMP10218,Erickson and Sons,Placed,2024-05-09,66361
JS15388,Desiree Jones,25,Female,Masters,Accountant,Finance,Los Angeles,EMP10311,"Beltran, Lozano and Mcgee",Not Placed,,0
JS15389,Sherry Henson,28,Female,Bachelors,Production Manager,Manufacturing,New York,EMP10401,Wilson-Jimenez,Not Placed,,0
JS15390,Joshua Dixon,26,Male,Masters,Data Analyst,IT,San Francisco,EMP10050,"Harris, Collins and Carney",Placed,2025-02-01,84055
JS15391,Marcus Kennedy,26,Male,Bachelors,Investment Banker,Finance,New York,EMP10188,Vargas Ltd,Placed,2025-01-27,42398
JS15392,Christopher Brown,50,Male,Masters,Merchandiser,Retail,Seattle,EMP10354,"Morris, Thompson and Williams",Placed,2024-05-30,64362
JS15393,Andrew Proctor,30,Female,Bachelors,Financial Analyst,Finance,San Francisco,EMP10251,Moon-White,Placed,2024-04-22,48008
JS15394,Elizabeth Cunningham,24,Male,Masters,Sales Associate,Retail,New York,EMP10431,"Huang, Cole and Pacheco",Placed,2024-07-06,82785
JS15395,Beth Edwards,40,Male,Masters,Financial Analyst,Finance,Miami,EMP10399,"Brown, Harris and Dougherty",Placed,2024-06-24,80984
JS15396,Elizabeth Parker,33,Female,Masters,Software Engineer,IT,Miami,EMP10003,"Mcclain, Miller and Henderson",Placed,2024-08-20,98131
JS15397,Nicole Kelley,41,Other,Masters,Store Manager,Retail,Seattle,EMP10177,Curry Inc,Not Placed,,0
JS15398,Brittany Rogers,49,Male,Masters,Pharmacist,Healthcare,Dallas,EMP10124,"Joyce, Wilson and Lam",Placed,2024-11-13,74333
JS15399,David Rodgers,46,Female,Masters,Sales Associate,Retail,Chicago,EMP10473,Moody-Taylor,Placed,2024-07-27,78656
JS15400,David Floyd,44,Male,Bachelors,Software Engineer,IT,Los Angeles,EMP10323,Taylor and Sons,Placed,2024-03-17,63446
JS15401,Mary Hill,43,Female,High School,Sales Associate,Retail,Dallas,EMP10097,Wagner-King,Not Placed,,0
JS15402,Robert Miranda,48,Male,High School,Investment Banker,Finance,Miami,EMP10371,Mcdaniel Group,Not Placed,,0
JS15403,Michael Snyder,48,Female,Masters,Accountant,Finance,Miami,EMP10368,Gutierrez Group,Placed,2024-05-25,67473
JS15404,Angela Thomas,26,Female,Bachelors,Merchandiser,Retail,Miami,EMP10007,Blake and Sons,Placed,2024-06-15,68217
JS15405,Michael Hall,40,Female,Bachelors,Medical Assistant,Healthcare,New York,EMP10282,Hughes-Alvarado,Placed,2024-06-06,62388
JS15406,Kevin Roberts,44,Female,Bachelors,Store Manager,Retail,San Francisco,EMP10186,Johnston-Odonnell,Placed,2025-02-13,68473
JS15407,Renee Ramsey,22,Female,High School,Software Engineer,IT,Los Angeles,EMP10242,Larson-Holloway,Not Placed,,0
JS15408,Destiny Solis,44,Male,Bachelors,Marketing Specialist,Marketing,San Francisco,EMP10461,Strickland-Shaw,Placed,2024-10-05,62270
JS15409,Jared Green,21,Male,Masters,Store Manager,Retail,Dallas,EMP10057,"Washington, Ryan and Cummings",Placed,2025-01-05,88377
JS15410,Ryan Velasquez,50,Male,Masters,Academic Counselor,Education,Miami,EMP10070,Hancock Inc,Not Placed,,0
JS15411,Catherine Martin DVM,21,Male,High School,Investment Banker,Finance,Los Angeles,EMP10453,Harper and Sons,Placed,2024-07-09,27773
JS15412,Paul Miller,34,Male,Masters,Financial Analyst,Finance,New York,EMP10317,"Diaz, Anderson and Browning",Placed,2024-12-18,65483
JS15413,Scott Wilson,36,Female,Masters,Nurse,Healthcare,Miami,EMP10443,"Hale, Myers and Larson",Placed,2024-08-13,60781
JS15414,Logan Tapia,32,Female,High School,Academic Counselor,Education,Seattle,EMP10039,Harrell LLC,Placed,2024-08-22,30615
JS15415,Tracy Crawford,21,Male,Masters,Cybersecurity Specialist,IT,Chicago,EMP10259,Gutierrez-Lopez,Placed,2024-04-19,95897
JS15416,Maria Wagner,30,Male,Bachelors,Software Engineer,IT,Seattle,EMP10257,Cordova Group,Placed,2024-03-31,54292
JS15417,Mrs. Amy Hale,35,Female,High School,Cybersecurity Specialist,IT,Miami,EMP10374,"Watson, Anderson and Brown",Placed,2024-04-20,25388
JS15418,Krista Vargas,41,Male,Bachelors,Nurse,Healthcare,Chicago,EMP10484,Mendez and Sons,Placed,2024-10-31,50549
JS15419,Amber Davis,31,Female,High School,Sales Associate,Retail,Los Angeles,EMP10087,"Ferrell, Jones and Lewis",Not Placed,,0
JS15420,Todd Clark,40,Other,Bachelors,Marketing Specialist,Marketing,Dallas,EMP10097,Wagner-King,Placed,2025-03-02,43860
JS15421,Robin Allen,48,Female,Masters,Financial Analyst,Finance,Chicago,EMP10056,Jones-Young,Placed,2024-12-27,70331
JS15422,Nicole Lawrence,23,Female,Bachelors,Sales Associate,Retail,Seattle,EMP10198,"Adams, Christian and Rivas",Placed,2024-09-08,42391
JS15423,Kristen Williams,49,Female,High School,Software Engineer,IT,Chicago,EMP10022,"Watts, Robinson and Nguyen",Not Placed,,0
JS15424,Stacey Todd,23,Male,Bachelors,SEO Analyst,Marketing,Seattle,EMP10492,Anderson-Bell,Placed,2025-02-17,42544
JS15425,Paige Case,44,Male,High School,Store Manager,Retail,Dallas,EMP10182,"Gould, Marshall and Scott",Not Placed,,0
JS15426,Lisa Potter,48,Male,Bachelors,Librarian,Education,Los Angeles,EMP10493,Li-Thompson,Placed,2024-03-30,61540
JS15427,Deanna Perkins,23,Male,PhD,Quality Engineer,Manufacturing,Seattle,EMP10029,"Ross, Robinson and Bright",Placed,2024-06-29,83308
JS15428,Makayla Underwood,30,Female,Bachelors,Software Engineer,IT,Dallas,EMP10339,Crosby-Ramirez,Placed,2024-07-16,58925
JS15429,Tammy Fuller,22,Female,High School,Quality Engineer,Manufacturing,Seattle,EMP10471,Walker-Flores,Placed,2024-04-09,31666
JS15430,Jeffrey Walker,36,Female,Bachelors,Store Manager,Retail,New York,EMP10302,Estrada-Nolan,Not Placed,,0
JS15431,Michelle Johnson,25,Male,Bachelors,Software Engineer,IT,Los Angeles,EMP10020,"Reid, Ferguson and Sanchez",Placed,2025-03-04,65891
JS15432,Joseph Camacho,24,Male,Bachelors,Data Analyst,IT,Seattle,EMP10491,"Fuller, Ingram and Moss",Placed,2024-08-30,66166
JS15433,April Taylor,22,Male,Bachelors,Investment Banker,Finance,New York,EMP10130,Cortez LLC,Not Placed,,0
JS15434,Philip Espinoza,32,Other,Bachelors,Teacher,Education,Los Angeles,EMP10238,"Hall, Baker and Moody",Not Placed,,0
JS15435,Tony Rodriguez,31,Female,Masters,Cybersecurity Specialist,IT,Chicago,EMP10328,Rodriguez-Hall,Placed,2024-03-21,71965
JS15436,Kayla Maxwell,38,Male,Bachelors,Sales Associate,Retail,Chicago,EMP10365,"Phillips, Wagner and Jordan",Placed,2024-09-09,45722
JS15437,Brittney English,35,Other,Bachelors,Financial Analyst,Finance,Miami,EMP10374,"Watson, Anderson and Brown",Placed,2024-11-28,55486
JS15438,Olivia Schultz,49,Female,High School,SEO Analyst,Marketing,New York,EMP10463,"Taylor, Wright and Davidson",Not Placed,,0
JS15439,John Hampton,28,Female,Bachelors,Sales Associate,Retail,Miami,EMP10313,Robinson-Lee,Not Placed,,0
JS15440,Karina Monroe,30,Female,Bachelors,Pharmacist,Healthcare,San Francisco,EMP10349,Schroeder-Kramer,Placed,2024-03-26,59186
JS15441,Jason Boyer,38,Male,Masters,Merchandiser,Retail,Chicago,EMP10068,Novak and Sons,Not Placed,,0
JS15442,Adriana Yates,40,Male,Masters,Merchandiser,Retail,Los Angeles,EMP10210,"Wood, Tran and Cooper",Placed,2024-10-09,70192
JS15443,Nathan Dunn,36,Male,PhD,Production Manager,Manufacturing,Seattle,EMP10122,Johnson-Carlson,Not Placed,,0
JS15444,Julie Cordova,49,Male,Bachelors,Financial Analyst,Finance,Seattle,EMP10054,"Robinson, Jones and Welch",Placed,2024-03-23,46371
JS15445,Matthew Caldwell,28,Male,High School,Medical Assistant,Healthcare,San Francisco,EMP10048,"Martin, Rose and Obrien",Placed,2024-07-02,36300
JS15446,Randy Lewis,27,Male,Masters,Nurse,Healthcare,Seattle,EMP10215,"Washington, Hardy and Bray",Placed,2024-08-11,71228
JS15447,Carla Holloway,46,Female,Bachelors,Financial Analyst,Finance,San Francisco,EMP10188,Vargas Ltd,Placed,2024-08-09,49283
JS15448,Rachel Cruz,29,Male,Bachelors,Marketing Specialist,Marketing,Miami,EMP10470,Hughes Inc,Not Placed,,0
JS15449,Janet Gomez,30,Male,Masters,Financial Analyst,Finance,New York,EMP10054,"Robinson, Jones and Welch",Placed,2024-09-04,77376
JS15450,Melvin Smith,49,Female,Bachelors,Academic Counselor,Education,Los Angeles,EMP10331,Reid Group,Placed,2025-01-16,65077
JS15451,Michael Jones,47,Male,Bachelors,SEO Analyst,Marketing,San Francisco,EMP10443,"Hale, Myers and Larson",Not Placed,,0
JS15452,Bailey Lane,30,Male,Bachelors,Nurse,Healthcare,San Francisco,EMP10322,Brock-Mcdonald,Placed,2025-03-01,69813
JS15453,Melissa Ayers,34,Male,Bachelors,Teacher,Education,Chicago,EMP10341,Garcia-Jennings,Placed,2024-05-05,45833
JS15454,Anthony Wilson,39,Female,Bachelors,Sales Associate,Retail,Chicago,EMP10228,"Duran, Obrien and Gibbs",Not Placed,,0
JS15455,Edward Thomas,31,Male,Masters,Librarian,Education,Los Angeles,EMP10193,Short-Garcia,Not Placed,,0
JS15456,John Smith,39,Female,Bachelors,Production Manager,Manufacturing,New York,EMP10240,"Walker, Hernandez and Baker",Placed,2024-05-26,43906
JS15457,William Friedman,29,Male,Masters,Cybersecurity Specialist,IT,San Francisco,EMP10443,"Hale, Myers and Larson",Placed,2024-11-17,97279
JS15458,Deanna Casey,26,Female,Masters,Data Analyst,IT,Los Angeles,EMP10421,Marshall-Elliott,Not Placed,,0
JS15459,Daniel Adkins,26,Male,Masters,Software Engineer,IT,Miami,EMP10260,Dean-Jimenez,Placed,2024-04-23,76449
JS15460,Sharon Lane,33,Other,Masters,Investment Banker,Finance,Los Angeles,EMP10276,"Burns, Hernandez and Ryan",Placed,2024-07-01,85161
JS15461,Eileen Jones,26,Male,Masters,Supply Chain Analyst,Manufacturing,New York,EMP10477,Scott and Sons,Placed,2024-03-20,87247
JS15462,Thomas Rodgers,21,Male,Masters,Academic Counselor,Education,New York,EMP10374,"Watson, Anderson and Brown",Placed,2024-10-30,98989
JS15463,Angela Smith,41,Male,Masters,Medical Assistant,Healthcare,New York,EMP10457,Bishop-Goodwin,Not Placed,,0
JS15464,Amber Garcia,46,Female,High School,Merchandiser,Retail,Miami,EMP10324,"Ramsey, Whitney and Coffey",Placed,2025-02-28,30540
JS15465,John Diaz,21,Male,Masters,Pharmacist,Healthcare,New York,EMP10181,Wells Inc,Placed,2025-01-18,66709
JS15466,Virginia Wolfe,24,Female,Bachelors,Investment Banker,Finance,San Francisco,EMP10042,George Group,Placed,2024-08-15,40053
JS15467,Danielle Contreras,50,Male,High School,Sales Associate,Retail,Dallas,EMP10481,Brown-Copeland,Not Placed,,0
JS15468,Shannon Hall,38,Male,PhD,Supply Chain Analyst,Manufacturing,San Francisco,EMP10330,Herman-Walker,Placed,2024-10-10,102629
JS15469,Aaron Smith,22,Female,Masters,Medical Assistant,Healthcare,Miami,EMP10318,Burgess-Thompson,Placed,2024-04-26,69241
JS15470,Desiree Jimenez,32,Male,Bachelors,Store Manager,Retail,Dallas,EMP10312,Parsons-Hall,Not Placed,,0
JS15471,Wyatt Henry,45,Other,Bachelors,Nurse,Healthcare,New York,EMP10482,Carlson-Smith,Placed,2025-01-23,42210
JS15472,Rachel Foley,30,Male,Masters,Accountant,Finance,Los Angeles,EMP10008,"Henderson, Ramirez and Lewis",Placed,2024-04-27,74603
JS15473,David Rogers,47,Male,Bachelors,Supply Chain Analyst,Manufacturing,Los Angeles,EMP10035,"Dyer, Potter and Mack",Not Placed,,0
JS15474,Suzanne Rodriguez,32,Female,Bachelors,SEO Analyst,Marketing,Miami,EMP10309,"Phillips, Spence and Barrett",Not Placed,,0
JS15475,Angela Cole,40,Male,PhD,SEO Analyst,Marketing,Miami,EMP10226,Hernandez PLC,Placed,2024-09-18,144196
JS15476,Brett Young,43,Female,Bachelors,Teacher,Education,New York,EMP10176,King-Miller,Placed,2024-08-02,55658
JS15477,Kathleen Garcia,39,Male,Masters,Brand Manager,Marketing,Seattle,EMP10430,Ford-Spencer,Placed,2024-07-29,89070
JS15478,James Mcmillan,34,Male,Bachelors,Marketing Specialist,Marketing,New York,EMP10190,"Burke, Martinez and Riggs",Placed,2024-03-28,59832
JS15479,Robin Murray,29,Female,Bachelors,Nurse,Healthcare,Seattle,EMP10145,Hernandez Ltd,Not Placed,,0
JS15480,James Hernandez,28,Female,PhD,Pharmacist,Healthcare,Miami,EMP10014,"Mcclure, Ward and Lee",Not Placed,,0
JS15481,Jessica Rojas,37,Male,Bachelors,Merchandiser,Retail,Miami,EMP10499,"Kennedy, Johnson and Lucas",Placed,2024-08-01,63484
JS15482,Jenny Ford,21,Female,Bachelors,Pharmacist,Healthcare,Miami,EMP10242,Larson-Holloway,Not Placed,,0
JS15483,Hunter Alexander,33,Male,Bachelors,Production Manager,Manufacturing,Seattle,EMP10089,Suarez LLC,Placed,2024-03-21,42903
JS15484,Antonio Porter,37,Male,Bachelors,Marketing Specialist,Marketing,Los Angeles,EMP10161,Brown-Wall,Not Placed,,0
JS15485,James Baker,30,Female,Bachelors,Production Manager,Manufacturing,Seattle,EMP10144,"Lee, Horton and Snyder",Placed,2024-11-19,49613
JS15486,Dr. Paul Olson,22,Male,PhD,Librarian,Education,San Francisco,EMP10166,Medina-Navarro,Placed,2024-12-16,111510
